device_model,frequency
06377ba6,150
06a9965c,29
06bbf87b,4910
0710fff9,14902
0863c0c1,9
086b8083,2
08e8b691,1049
09137ff4,8230
09a1e7df,28
09be3287,14
09c2511d,523
0a426b70,28
0a6537f7,2417
0a7c7d5d,29
0b0c625e,27
0b8d7e50,41
0bcabeaf,354422
0bf584e1,693
0cc7fb75,3338
0ce08142,10
0d37d06e,15
0d5a918f,118
0dfa6003,38
0e316b78,11
0e80e8be,26
0ef7b0c1,52
0f2611e8,3885
0f34c7c8,1
0f9b3cd9,434
0fc69d3d,27
10063710,767
1051e0fe,164
108af550,3492
10a50152,474
121a0493,99
125ad1fb,1421
1262d7bc,1
13406370,215
138acb5e,1
13b29cfe,1
13b43946,4
1516d98e,71
158cd643,2
16427cef,14
16e56c6f,72
1793737f,810
17ae159a,652
17ea9df8,296
1841ac8a,3
185ed5d5,26
1894d51a,16
18a275a7,7
18c9df9e,9
1918028d,220
191fed73,102
1974edc5,612
1a7fa450,2035
1aa6bf8f,6
1b301494,13
1b5eba9e,280
1bfc1315,1464
1c4f5914,95
1c802d17,1
1d005e17,1
1d5a4786,391
1d5cab87,20
1d634148,76
1d8adfdd,396
1dbe3bac,3758
1ddb8847,238
1de31b91,11
1f16da55,1
1f3587df,16
1f73c90e,684
1ffbaed2,526
1ffcc1c6,2
204065cf,1
211032ae,8
21398d24,3
2162b2f1,22
21719096,8
21db8267,3
21f0e2b2,63
22758e1d,2643
229238ef,2
23041574,2
232634e4,1
24217cca,648
242430a2,277
242aa003,2350
24ea842b,343
251c1ee9,4
257271cf,161
2589c1af,2
268ce06c,36
26bb042f,286
26e4d26f,22
2724380b,72
272ee276,108
27c67709,1107
27d258b6,15
28989e16,1003
297cccf1,76
29ced697,1
29ea3923,1160
2a0194cc,198
2a2af219,2
2a782277,2
2b47cc5e,14
2c3d714a,53
2c8a2221,112
2ce5c9ba,7
2d2fb877,1
2db8d178,401
2e31690d,40
2edfd296,1
2f44f78c,916
2f553d29,142
2f642b50,4
2fa87aa0,1
2fbdb6eb,5
2fe826aa,1180
307b4e31,12
30d51807,1
31805153,742
318dc39e,2
31bdffee,15675
31de6169,465
321c97e4,149
32af9910,29
32b988a9,2
33adf39b,41
33fa0214,12
3421dfe4,3881
34f05744,1
34f1e8de,1604
351b7aa6,100
351d0410,1495
352d524e,1
35689611,70
36679542,4
369a7056,70
36b9cf59,341
3769962c,4292
37afb816,49
37cc94a0,167
382b3bd7,1
385608b2,1
38fa23d7,22103
3974e081,4
39952442,283
39ce2693,10
39de2dc4,56
3abac7db,905
3b2fa9ca,122
3c4d2e92,3
3d3b648b,1494
3d628076,46
3eb8d368,12885
3f6da5a1,11
4042e175,43721
40d5b9f5,142
416fbf94,3
41727327,877
41961a70,31
41e356cd,141
420f4d95,373
421f72d1,276
44c701de,28632
450a78cc,7
45b8ec07,437
4617297e,574
46adaefe,1282
471966ec,106
477d91c5,1
47c9afa7,79
47dee972,57
48cc6033,1
494378f1,2768
49686d73,8
497de5b5,1
4a8d8cdc,1
4ad5e274,14
4b0d3c7e,34
4bdc8adf,56
4c32e689,463
4c34fd04,2
4dd67400,5
4e11097a,28
4e4ae0c1,509
4ea81042,657
4ef007d6,216
4f0e66f7,48
4f18ef0b,1177
4f3e064a,18915
4ffd3a7e,9388
507331cc,25
51b1ac8e,2
51cd8ee6,309
51fb476c,451
52474017,511
529ff61e,36
52c285e1,26
52d61ad2,15
53393da2,3
53d206c1,59
5406e44d,884
54299487,14
54e4a91b,1052
553837ff,24
55e4bf82,26
56129af7,12
5632c992,464
570d21dc,14416
5726e67e,3597
576d230d,15
57f05756,226
5938089b,2
593a5776,4
5965abc0,13
5a2025d8,1
5a260921,236
5a68a91b,1123
5aa3e1c7,1
5b38b98d,19
5bd3f9da,154
5c7b8f40,29
5c9b9bba,1509
5d0befda,1
5d50c70e,1428
5e6c632b,99
5e72e944,10
5e797984,34
5ebeaa47,405
5ed3edd3,309
5f80cf76,1
5fcbcb2b,108
6073316a,104
61e86664,93
61f61b2e,16
62062c1e,2582
623651d2,1
6260900a,98
6384b3b2,1453
63d428fb,60
63edf3a6,428
64a7b95b,38028
65805125,16
659b5879,1
670d9493,2
6715a260,45
6774324d,24
67814e5a,5
67cf0fe5,3
682aadac,9
690c2c4f,4
69d29e43,100
6a39f19e,3
6a8f093d,133
6ac9eb05,36427
6b233e76,61
6b298212,8
6b9f94cc,4
6babc34b,107
6bc33ced,2
6bee8c4f,342
6c45bcba,269
6d813677,106
6da74ac9,1925
6e1c8768,102
6ef7ce09,2
6f6cd30c,613
6fbf9f9f,10741
6fe5a545,304
7000c39f,194
7017809d,2
705427dc,23
709e4992,24
70e51edb,14934
7109172d,194
713b4db8,212
722853bb,1376
72a9d9c2,3359
72c5a18d,5
72fed1ac,6
739ce3e7,2061
73a821d0,18
73b81bfd,3959
740eab2b,20
743b1b38,2
747a5cbb,86
747f7f63,6
75f2696e,4
7648431e,653
76d02215,1870
777afb24,331
77dbecbc,1377
77f57365,293
77ff7ad4,1522
7820c55e,892
7827a101,91
78618226,160
786b4dc1,290
7927c9b0,245
7946307e,44
79488eb5,253
79602e3b,1
79aa6016,4170
79c37da2,21
79effc76,1
7a044878,5906
7b5065b0,245
7b5253cf,5
7bcc9875,1
7c2c4de2,8
7c9f564e,1
7cf7a4af,1
7d936087,10
7dee3d9d,46
7e27cff0,2
7ec76f3b,220
7ed3c15f,1715
7efef8c6,998
7f4e8974,40
8017db7f,188
802b56c6,15
80351e7d,2793
80951149,1
80b1a1d2,28240
80cde8be,15
80d063cd,170
81a9e2c3,240
822762ea,2
82b30974,19
83413bfd,104
83541208,5180
83a920ca,29
84b87fb8,2
84bb7819,232
84c56184,42
84ebbcd4,388015
8523b1b9,2
8571ccb8,76
85a7fe2d,1
85d5bee9,7
85ee5f3e,1387
885b44ec,439
887d6ab8,5561
88a2c6c1,27
8958c75c,25
8aae608f,11
8b315c58,232
8b9ad4bf,186
8bc0661d,37
8be947fd,4213
8d7c8887,814
8d88ccb5,10
8da868a0,5768
8dd91431,22
8df363aa,45
8e7eb006,98
8e981c91,2160
8f1209fd,68
8ff0f4af,461
900981af,7366
90243159,635
90905012,1
90eb51bc,1
917b0d23,1359
924e56db,1050
9335ef7e,15
93beb188,9
94c97793,3
95736207,1
958eb7b8,3579
96d6401f,10
96f3b217,21
975a4e58,3470
97bfea71,12
97f4240d,206
98689daf,1
98e31dba,1287
98f3daa2,448
99bc04c2,1198
99dc9f81,874
99de2cf1,1
99ec2bcb,8022
9a398000,827
9a3cfebd,1
9b0f71c2,21609
9b7b8638,9
9be00492,18
9c7b6730,49397
9cb9dcfc,73
9d199e7c,318
9da57329,39
9e3836ff,157362
9e45e758,11
9f2b3c8e,1852
9f4f9b1c,2524
9f765ab9,2715
9fa9268f,402
a031bb65,1
a0ccda56,1
a0fb96b4,15
a0ffa405,177
a1840d6b,1041
a192545c,734
a1a7a957,52620
a2d9614b,17
a3b2c878,864
a4632003,3358
a47d660f,204
a4c39d64,324
a55203d0,1
a5f8e587,3976
a61efb66,1
a6219fed,55
a6924659,526
a6b9ddb1,43
a70b5bbe,21
a7b2ed65,15
a83af30f,7
a8735f2a,27723
a8d3a11c,561
a9a55ebd,6348
a9d9722a,1
a9e0c3ab,23797
aa5dc995,452
aa610d84,721
ab145aa1,19348
ab37fe1b,4
abff2617,1
ac290e33,40
ac48eb54,74
ac9ad752,2681
acc9d9af,4
ad26c2a0,540
ad66411a,651
ade22935,5
ae6355a7,1
af40104a,213
af84976d,1
b03f9ae0,607
b14b9e70,73
b1b66cef,1
b1cadc64,39
b221fc8f,82
b257d622,1
b29db708,5
b30a177e,7
b34828b6,46
b36656bf,2
b3dec7af,2741
b43eafdd,1916
b454b2c0,1515
b6272278,44
b6481e4d,2247
b65015e8,4647
b6d3642c,3
b706d48b,2
b7238779,13
b7f467a2,666
b8d588c2,1
b8e20f65,3682
b8e36ca6,1765
b8fcf66d,57
b948d851,3
b9c5f914,1
ba8b4da8,541
bacc7408,43
bb42f6ff,1443
bb652ef1,27
bb68f9d1,1386
bb928a9b,4
bb98a40e,146
bc8c577a,47
bcaceceb,3
bcb0c1f6,594
bd3e8d80,1
bd9e42dc,1
bde933c2,2
bec563de,207
bf6b49da,1
bfa15b14,26512
c007b882,1
c038c37d,2775
c0a64df6,15
c0b807d8,5
c1e9606c,2908
c3894258,43
c3d39819,134
c513b277,4
c5400437,771
c57f5f7c,15
c61432c0,1147
c678e0ff,41
c6e83af6,93
c77d3059,888
c79e72ca,1
c7ad8581,19
c83de89d,4
c8eb042c,2
c90f62bf,5
c9294c1b,63
c93e74b7,1
c978d6f5,23596
c9cffc60,2
ca48c4a3,6
ca51ec7e,151
ca5dc72e,19
cb058dbc,15
cb349e4e,3541
cb7ca6a2,2415
cc5325d6,153
cd4ced0d,1
cde148bb,6
cf4bf166,75
cfaf6d81,7
cfda8af0,7547
d121d89f,443
d1ecf699,682
d26fc197,382
d29d571d,132
d31fd6d7,1
d355a865,1
d365e188,290
d3bb7eeb,2
d428c1fe,1247
d5b4e90b,260
d64049c7,279
d6e53b80,635
d70f5da4,63
d7163bd2,35
d7e797a3,2256
d7fe30a4,38845
d830e9c6,131
d86ba0cc,2
d87c3451,1
d931980c,5253
d9cd4e36,1347
da39a61f,37
dbe72ce6,7
dbffc044,56
dc63d3ab,6
dc6c3a77,65
dca31af0,2038
dca46d82,31
dcb6a298,35
dce821dd,34
dd41f953,1
dd8c1de1,1
de661ca8,1
df36cdb8,19119
e08ed8e5,2
e0df7c7e,183
e0e3d33d,1
e0ea6612,1
e133099d,24
e21453a7,1
e2803bdc,210
e3b5d3b8,164
e3dc2b01,1654
e438c1dc,13786
e579e290,2
e58203d8,123
e58ac00f,116
e5c2770b,25
e62a44de,1
e78af6be,48
e7cf272a,818
e7eb0014,18
e952694a,1385
e98b3dbe,5
e9be9529,208
ea3f9013,22
ea5ab359,2804
eac7c0f3,5
eb4b7740,17
eba9519f,24876
ec2c4275,366
ec99a14d,1162
ed90aa45,232
ee9281e6,187
ef52a998,110
ef5d00db,693
efe2ec81,23
f019fe11,40
f0e5389c,1
f1562e00,12
f16efb5e,1509
f171e920,3
f23bfc07,871
f296b3e1,11
f2a9d8e1,129
f2fb8a7e,1023
f3776ac6,12178
f3dd0203,53
f55b530c,3
f70cbdfc,7
f787b7a4,2
f7d5186f,12
f804a785,5
f8497b2b,813
f8582ea0,272
f86e6c4e,99
f87e93a5,32683
f9b96638,13
fa013331,159
faaacf38,1
fab98da2,225
fb518049,3468
fbf2ae3d,562
fce66524,343261
fcf5ca5f,12
fd10e5c6,4924
fd123212,1
fd1a48c2,407
fd414d37,276
fd621b1f,1904
fe74e7cf,213
ff6c0f58,79
ff963f16,184
ffb16766,551
ffe1edab,13
ffe3ae81,553
01bb6e2b,28
021991c3,5
02728ff0,28
02a61ef0,1
02cdb435,174
03528c57,303
0397540c,1
03a1fc18,758
043aefd2,3
04504a9a,1
0463c26d,35
0476983b,6
04982a3d,1150
05539dfd,33
05841236,71
05ca83dd,6
060e25ac,1148
061f703f,827
0669fa47,59
07f58712,3
0803f21a,693
0810332a,1
08ac11ab,125050
0913b6cd,864
098b7762,1
09ac5223,1682
09f99953,1332
0aa8769b,584
0af36777,7738
0b501f05,77
0b6eab55,3552
0bb3f86c,245
0cb2aa32,81
0d190cc5,143
0da00937,1
0f6b8e7f,304
0fadd2fe,62572
0ffe9b32,5
1009c1c3,471
1038e4ae,1
10ce9a37,1915
128e61c8,23
13979738,62
15defbff,1
15e18998,2
15ef6b53,4
1617d758,19055
167219a5,7077
16921504,598
16dbad50,6
17219cea,28103
17f06a93,22
18681e0c,714
18a2b8ee,8
18d380ba,622
190bc69f,110
1a0e037f,739
1a449446,3254
1a63b5c5,173
1b0f3361,3
1b160980,20
1bc72e10,1
1bf1fae1,563
1c0c98f9,111
1c61981e,2
1d5bfd2d,16769
1f137b27,5
1f19f849,2705
1f220840,10
1f89f032,2784
1fe0c04d,17
207a4793,36
227628d2,205
22874a0c,4
22bb27bf,257
22d5a44c,143
22e592b5,148
2332f8ae,64
236330a4,6912
23767ab6,7
23bff86a,11
2425c174,2
2442fc72,3
24ad3fc2,65
24fdd85b,46
25517e18,183
259ecbfa,101
25e362e2,7246
2645bedb,1
26c9594e,6719
275fc61c,12681
277e7b8c,53694
2792c0d2,2
2797cf58,87
27a92cdc,772
27a9908d,6124
27e59321,141
28e1bdd1,12
2a2ee2d6,2
2a71cd5a,5
2a811957,2
2aa94731,1352
2aea0bc8,858
2b0bac31,71
2b61f4fd,7306
2bd49450,144
2c8b0292,47
2c948de5,11045
2cd8b8ab,3750
2ce54af9,12
2d04392e,2
2d784831,10
2d81c3ad,23628
2d910278,1
2f1301e8,139
2f1a7449,4923
2f2b6a65,35
305e12d9,14
30fbb42e,484
31370ddc,5
3199902b,346
31c2dcf9,1131
31fca077,2
32598315,2
32b7e1d9,12
33bdf92e,4006
355c3ace,2
355cfb4c,157
36b67a2a,343402
36f087c7,133
380e4557,3
38186c41,277
38a92a71,28
39c3241b,565
3a0c028e,10
3ad63d86,4
3adf9586,118
3b4c518f,1423
3bb1ddd7,357957
3bc193db,6107
3c09eaa3,7
3cc08a66,430
3d64834e,21778
3d7e1e4c,4
3de05cb4,62043
3e2f068f,3
3e7932d7,83878
3e855f6d,1402
3ee4bd97,175
3f2a1e0a,5245
3f842d4e,66
3fecb32a,10728
40076ccd,30
404c3e19,800
407caef7,171
40b8884e,14
40d743f1,321
40e413a8,1299
40f08f4c,15
41c07654,134
41e77092,63
42069e51,3
429551ac,6222
42eecb1c,3959
43836a96,34623
43b26b05,5
4478c0ea,386
452a57dd,498
454d593d,1
4557228f,26814
467c1608,7
46a18b1f,208
46c9b78e,8
4707356d,544
478dccc4,7
492a2eb1,2028
49ea3580,54100
4a834f1b,695
4a8c958f,210
4b0a7e3c,1
4bfceb43,92
4c0c07d4,84
4c8aeb60,18313
4d86ee59,2
4d9a509f,671
4e4c618c,186
4ebfe3ed,12
4ed3488a,55
4f6a828b,1742
4fb10a1e,1
4fc4954c,16
50d506d9,11
50dc1e1b,797
51280d9c,7
51834998,58
518e739e,2
51a8d5e8,2
526fa832,26906
52b8a33d,170
5305b694,16
532145a9,38
538c6a1c,4062
53f15cc5,6
567b92c5,8696
56e6ab1d,20251
57a3d615,1
57bad6e0,10
58c49c4b,92
5909f204,3651
592ce441,593
597ff2d3,12704
59c7676c,331
59e0d3fb,5
5aeda149,5
5b1faad5,7963
5bb7a1ec,1
5d20b64b,112
5d216618,24
5d410630,14
5d580390,33
5e054cc0,1
5e87009d,73
5e92505b,33
5e9a6dab,90
5ef8a469,7
5fedcda6,8
60071c47,1
60b36b75,4
60e4d08b,16
60e60d74,6
618178e2,19
61f31e1a,347
625a3d06,8
628c7fc4,1
636e5a2a,2
63713e73,1219
63bfa69d,21
645ceac2,1936
664aea97,4
669e3378,406
676748b0,1
67def95c,3854
68408ceb,554
68df2e72,4516
68f9619c,1
69086f08,155
69c89fff,19
6a45ce4e,94
6a4bdb66,2
6a59f4b1,8
6a8bb41f,21
6aabe82b,41
6d3abfac,2
6d78f798,168
6e13d58c,515
6f03e498,6
6f759d4d,361
6f9ad639,5
7017622a,205
70781f37,32
71501fea,27
71794128,3
7291b513,7
72b1b966,2207
73477658,7
747d243c,12376
75291cc2,34
752efcbc,512
75f2d722,280
761903d5,581
76fe0b86,303
77558aee,379
789c278b,29
78c328ea,122
7984c2e6,6
7991c7d9,2216
7a9ec9a3,36
7aa99144,519
7c0dcb56,5876
7c4bb339,2190
7cbdd4e8,318
7d196936,1
7d3e1d39,1487
7da29af2,1
7dac8cc8,157
7dadc242,1766
7de2c394,2
7e0297a4,24
7ea07868,2888
7ea8f1a5,54
7f105702,204
7fdd04d2,60908
7feb67f8,3108
805ed9f8,23
808e8c0c,2480
808ebf3d,12
811d9a27,369
811f0784,5
816484ae,29118
831b5b06,1
831daff2,18
8378547a,16
839fc701,2980
83ae759f,200
83f2f73c,1
84253918,527
84591d5c,87
849d6222,7
84c16c85,80
8502faea,11
85066eb7,2079
852e7ba5,182
8587457d,8432
8614360d,7
868749c1,1
86f8b818,135
88af39d2,65
88fbaa46,37109
89416188,91341
8991c1d8,113
8b65b455,18928
8c35d4bb,11
8ce44a5f,7
8d5a361f,1456
8e8a6f31,8
8ee358cf,9
8f06821d,6
8f67f20e,810
8f6dfa09,2285
8f8473e7,233
8fae491a,7
911a3c09,91225
911ebbab,47
91b9d95d,96
91eaf0a7,18
92bd5c41,17
9372cd74,27
93962c14,193
94405e6a,28
94c92965,96
9536c5da,1836
957aa2de,42
9603927a,237
96a79d43,3182
97868ca6,10916
97d1aedd,1
986357f4,43
98ae6306,1409
99be5ba4,233
99c93d63,116
99c9e608,81
99d79d3e,594
99e138b7,1650
9a461601,63
9b15104f,21
9b445d8b,10
9b5145e0,1166
9b751fb0,48
9bbcbfd3,24
9c2b3d05,7
9cd7b24c,15
9da469b1,4
9dd895e4,9460
9deb158a,1
9e2a8e2a,3
9e7f67d6,553
9e904bdc,780
9f4868e5,2
9fcb012c,42
9ff3d5e5,156
a0ab2a56,4
a0bff68e,45
a15ed0be,636
a20d66f1,786
a251af39,543
a264bba3,28104
a2f023fe,238
a383e9b5,1486
a3a76b75,304
a41f2e48,660
a5205f2d,1473
a525314e,697
a5a2318d,28265
a5cc4209,603
a5ccc60a,1
a89c9d14,1
a99bdcb1,1314
aae6b324,70
abe700e2,1
ac15a7d5,403
ac453995,2500
ade3a0e7,221
ae33a54e,2539
ae61a71e,142
ae7884ed,25
b1b0c737,7
b1ea4757,44
b378a225,141
b383484e,4047
b4697bb8,41
b51e0f6d,3093
b652fd46,34
b68253c8,9
b696728e,1332
b6bdf6d7,458
b6e74503,334
b6f275b7,21
b7b1da14,11
b86b09f3,20
b874cc3e,2
bb0badea,4
bb186aa4,2
bb2ea497,37612
bb84fabd,11
bc1c5ca6,59
bc575ef9,1
bca4ffbe,15
bcce774f,64
bd393b69,1
bd7ff5aa,5589
bdbd95cd,5
be3c21cf,217
be6b7dd5,2
be74e6fe,379729
bec22be5,14
bf047f3d,3
bf19bf17,464
bfe96180,1196
c1144665,7
c140f633,4
c144e605,153510
c1e79cc7,179
c207a47d,9307
c23c1fd3,7
c28f1360,27
c2a1135b,1
c2d0fa51,16
c330b79c,237
c33b07a4,5
c3fac03e,87
c42b8c19,62
c441f290,68
c48dce72,3848
c5f677a9,308
c61535ef,2
c6825584,2635
c69ba275,35
c6e5b1eb,69
c70e9995,303
c7a0a732,3
c7c0dcb3,2801
c807d071,70
c864196e,1178
c9165c72,44
c9f73ad4,301
ca89cfa4,1159
cb1b20fc,202
cb28fa4c,1
cb6a5a5e,24
cbfbbaa0,665
cc71f2ae,13
cd343509,111
cd38b7be,1056
cdb346f5,1
cdf717e7,18
cf636a1a,1450
d034c711,3
d0d3d56b,2
d0f2318a,30
d10eeaaf,10517
d11d284c,2
d17eb896,30
d1bd46c0,571
d1f97bd7,3538
d2750e73,939
d2bbdf21,500
d2d6fcfd,1902
d358c08a,52
d45fd370,21
d4acd496,55
d4fd735b,44
d5055f6c,5
d52a3693,16
d5cf0423,762
d5fa2766,1
d630272c,36
d6b5c09e,29615
d6c1a743,505
d79e470f,1
d7b936f6,208
d8039a10,63
d9837425,595
d9e3c045,7109
d9e49acd,22
d9efcf44,2
da2bddd9,296
db0a3c57,30
db4764fc,345
db537954,1
db5c2ece,6
dbaf43e3,3436
dc2a1440,5
dc4457e0,256
dc739d1a,3273
dc780755,5454
ddf4b8cf,2
de195137,228
de5774c5,7
deb538c8,17
dfeac2c6,1
e00d4d09,18
e021d49c,1037
e1369578,2
e19009d3,10
e2606ca4,78
e3c36483,48
e3ddfdca,6
e4bd6cf3,179
e50b31d8,7
e55b4de4,2826
e5c6006e,9
e5c7fc82,152
e6933f7f,5
e6f0dd7b,313
e75dca81,2
e76ecbf8,1373
e80914d5,147
e883b1cc,17
e8fa23b7,258
e908d6e2,42
e996daa4,1
ea061633,1236
ea3e97fc,79
ea5d279b,88
eb1347a0,17366
eb78fb35,4
ebe05934,12
ed5c774c,91
ed740e60,549
ee0e7eee,23
ee35b950,1
eec54d54,15
eece72fc,26
ef2a66ba,78
eff53b20,51
f006ef85,211
f0b08e15,132
f134d5fa,3966
f29263b5,5
f2e81b7b,131
f3049821,32388
f38ae9db,28
f3dd6031,403
f47c97e0,2049
f4fffcd0,83007
f5075b5d,705
f5a1aacb,754
f5ad0449,47
f5b14922,121
f6c300a8,16
f7257d76,4
f7e89191,1916
f82e3fde,7
f910cbcb,2135
f9369c23,9
f9c0fefa,4
fb36526f,6
fb60f413,1
fb940b70,325
fc039d0f,11
fccaf9fc,6
fd4ee52d,96
feacaaee,18373
fed5ad55,2512
ff2a3543,3408
ff3242b8,329
00fc423b,3
010f455b,12
01544723,1
01afd1bc,262
01c188c3,208
01f0cbf7,25
02bd108d,346
02de1391,152
030b8845,20
03534281,1056
039a2bbd,343
0419df25,3
04226108,92
04258293,52688
047b2c95,28
04be45b6,281
0509f59e,2
051263ee,32258
07121471,132
0752e5c3,207
07c99d84,2385
08d0aec6,363
08f92ac6,18
096753bb,8
0a814229,529
0b188ab3,29979
0b85f2ff,1
0bc0ba73,2
0c7fdec3,3
0dbb29b8,7
0e00caef,4
0ee0b59b,1714
0ee78206,1
0f871ead,6
100d45b5,1661
109e71aa,61
123a0e8e,888
123eaace,10
1277f67f,9921
13fa18aa,4
1469bbc4,4806
148eff9d,3
14c1eb39,1160
1513c201,2
1570029f,713
15a9a805,90
16442619,4088
165ea2c0,445
166cbb09,84
168e1e6c,15
172bcd0d,2098
174f28fb,5
1760ac5a,826
1780f4dc,5
17dfd8ca,16
17e4df36,3
1854b671,4
18a6bd40,895
1906c924,6030
195b7fba,1444
19dbe612,126
19dfeeb9,1006
1ae20ea5,43
1b13b020,63689
1c0e80df,1065
1c113d47,598
1c83834c,519
1d222263,436
1e331ff2,2
1e8edfe7,351
1f0bc64f,1424546
2046d3d3,6
2055d165,1519
20c295f2,9
21080b7f,5
2135a0b6,8
213de82a,8806
21a86c5f,7
22d83a75,2338
2397e913,3
243feb8d,102
24a38884,1097
259359a8,4
2698d4f1,1763
26d4701b,4
27230c86,55
279959ba,178
27f8f67d,169
2803d465,108
287f11fb,116
28d60dc2,4
2922b3fb,11
293291c1,37456
2ce4fd45,3
2d063b31,20
2df47be7,1
2df99c14,89
2e08a665,42
2ea3d688,7
2ea4f8ba,219199
2f13b267,23
2f29adcb,69
2f345e24,7
2f71985f,2
30172036,36
315bd970,2
317a1ba8,205
3195f82a,40
321f8b9d,27106
3230e8ae,8
32e1a77b,219
32f2dfe8,73
32f82e5a,214
32fa85fb,9061
335e31ff,3237
34555df1,24
3459a7a6,1327
3489af36,4664
353433a0,8
35e3aa9c,141
36c311b3,8
36c59264,1993
36d7832b,1012
36fa5ee2,3
37869874,19
37902802,173
37d3900c,14308
37da6cdf,120
383d6db1,617
3863b7c3,2
3889423e,1
38c56c9b,66
39a1cd6d,138
39b18667,25
3a3d7cab,225
3a75a2c0,1
3c03cdc2,458
3c3a9a66,53
3cfcf45d,35
3d30efdb,226
3e176bb5,3762
3e45e6bc,480
3e995b7a,3
3f3d3fa8,22199
3f75e570,2
3f7cc14a,5
3fa7d4fb,592
404d1688,1
406e1bd6,102
409c70c4,317
40e56cdb,3534
40ec4222,23
40fbb598,3
4143ff94,1633
4159398e,30
417e7adf,1
41b533a4,1761
4205bc73,76
4212b96c,101
421f70ce,1
42a58f02,2072
42f9326b,274
430a56bc,23
431653b2,78
4369d565,47
43aad10a,2
4518b48b,2
462f0bdf,2172
46526c07,170
48e15f2c,183
49023af8,5171
4958e522,120
4969f850,27
4983d9f4,14
49c941a5,1843
4a0f84f1,98
4a4cfe9e,353
4a5f6f1c,63
4a893f54,27
4b0b9e9c,8
4b10e5f2,91
4bb535bd,1073
4c327301,15
4c458838,57
4c724214,682
4cad5656,2
4de7424e,13
4fab3c39,200
50354b3e,17
5036ada7,955
50e588f3,465
51060d9f,2
51149f4e,76
51e5b4c8,1
520ca87c,12182
52186c3b,123
5284b68c,202
5288ce98,119
52915187,180
52c2a996,1
532e05e4,1751
544b145a,637
54600445,3
55124df4,57
5567e558,215
55a6c954,1
56efc20d,12
571102ef,37
58605937,1
5a20d622,22
5a349e84,139
5a5f0a11,895
5a99f6be,7057
5affbde8,9
5bc33f93,878
5c3b41f6,36
5c58d4d3,571
5c611da7,1
5c6a8591,1
5d90c7bd,19
5e1d87af,243
5e39c5d9,718
5e7e5883,2
5ecb1333,158
60145290,22
609cd57b,1
60d83c2d,416
6166aeea,102
61a97be8,3762
62d9862d,1
637c6156,7784
63855852,50
64933b4a,504
649e7a14,23663
64ea1ec1,43
64fbeb4d,27
6569eeb3,52998
659e09ef,4332
65f4e3d1,7908
66960a7d,19320
6719ba3f,2
68f55e53,26
68fde113,339
694c559f,18
6a08e5bd,10
6a532315,12
6a6dc506,924
6af6897b,3
6b59c789,132
6b8d4860,1
6c46c34b,28
6c6019a4,1
6c62fad7,147
6cef2675,1
6cf73b70,167
6d7cc414,123
6dbff716,374
6e7598b2,2
6eb05f91,1
6efeec4d,822
6f110fe0,102
6f7a55d2,12341
6fc21d07,21
703bf03e,99
70be0275,2
71a8f003,13
726c1462,3
72952010,2113
73355aa5,11
73452f5c,1212
73582b7b,125
7375dd40,12303
737e5d8b,9182
73a9b039,15
746ece1b,1
74e4294a,4
74f0727d,1
75bad11d,9
764415ab,3224
7646cb9b,216
76dc4769,767961
770896e6,303
78cdebcc,28
78f79f80,2616
799f9351,1
7a5cc0fb,880
7a9643f3,515
7abc9093,140
7b00bd79,129
7b181504,9
7b388821,222
7d39e045,2
7db0d267,377
7e891c96,187
7ec14bb1,37
7f35d252,3
7f91d101,599
7fb42699,3637
8105f670,82
8110e9a3,12
81b42528,89137
81e27148,2
8334ef47,431
835ef536,468
836743c6,387
83754396,1
83776f58,58
838abfb0,103
83e515b7,887
83fb63cd,303
8473e978,13
8480aa19,6
84b353f1,50
85958dc4,3
85d08506,1057
85dc77d6,373
86030d43,62677
86387701,2
8653be60,6
877bb785,667
8787fcc8,1
87f2a79d,1
88fe1d5d,146221
8a0ee6ef,1091
8a4644c9,636
8a484699,26
8a832894,1
8acedd8d,20
8b1aa260,130885
8bca70af,12
8c11334a,6
8d1745f2,157
8d19d3d4,13443
8d241381,256
8daa30a4,423
8e8317b0,3
8f542e53,45
8fa02a24,505
8fc96da3,87
90df9d44,24713
918d4f93,19
91a5354c,1
91fd757d,1
931ea9e4,117
93cbdb12,5
94010959,241
94a6ac23,12641
969b75ed,188
977a2929,16875
9789b3d2,190
97ca0316,718
97fff217,4047
9866e9a3,1
9868c918,4060
98abfd05,1442
99b254e1,26
9a3b63bc,112
9ae0c926,4
9b4a464b,6
9b9dac21,422
9c1fabc1,3197
9c2dcec3,4060
9cd27184,38
9df4ca1c,7
9e25220d,1
9e33071e,503
9e3ba246,301
9ee4d14f,352
9eef3861,338
9efa8e0d,378
9f0aa22c,13
9f6c03d8,1
a0b91659,9
a10e4526,214
a140f12b,318
a15aa1c4,589
a20423e5,1145
a29a4df9,15016
a322e16a,18
a3ca0472,3
a41635f3,109
a46d1061,4091
a4b6f65b,29922
a4ccbf97,30
a56e9d29,2
a5b37a3c,2
a64a3bb6,1
a6636fc9,2565
a8af52e0,102
a8b30834,508
a9507fc1,1562
a99b8fea,85
a9b05547,86885
ab986da4,5
ab9ef912,2
ac06e8bc,279
ac0cd491,10
aca07b84,55
acac1ca3,2
ad75681a,24
ae7a556e,75
af9e04c3,10
b00145ef,22
b102e7a7,429
b13341d8,6970
b1463c1a,1256
b2083177,97
b2227619,7
b2d553e4,1
b35f3d31,971
